// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B44087
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
12381	9.766482	-0.394284	-0.241819	-0.008269	0.036717	-0.035332	-0.097926	0.023302	0.003783	-0.886719	-0.197510	-0.390137	0.671526	0.167233	-0.695556	0.193100	NaN	NaN	NaN	NaN	NaN	NaN
12382	9.767226	-0.385508	-0.263159	0.006940	0.055703	-0.034475	-0.090557	0.012365	0.004041	-0.888916	-0.201904	-0.392090	0.671638	0.166895	-0.695611	0.192804	NaN	NaN	NaN	NaN	NaN	NaN
12383	9.792383	-0.407795	-0.270742	0.023761	0.041013	-0.008192	-0.090495	0.003024	0.001172	-0.889160	-0.199707	-0.385742	0.671728	0.166568	-0.695691	0.192486	NaN	NaN	NaN	NaN	NaN	NaN
12384	9.793826	-0.389929	-0.315969	0.054305	0.078976	-0.006479	-0.088709	0.007738	0.005394	-0.886963	-0.197266	-0.383545	0.671820	0.166236	-0.695761	0.192197	NaN	NaN	NaN	NaN	NaN	NaN
12385	9.768684	-0.367853	-0.307581	0.037341	0.093789	-0.032763	-0.090497	0.006864	0.004097	-0.886719	-0.201904	-0.387695	0.671913	0.165899	-0.695835	0.191896	NaN	NaN	NaN	NaN	NaN	NaN
12386	9.745019	-0.359433	-0.330939	0.054618	0.112201	-0.056226	-0.092340	0.005586	0.004919	-0.886963	-0.197510	-0.385742	0.672002	0.165559	-0.695914	0.191591	NaN	NaN	NaN	NaN	NaN	NaN
12387	9.745056	-0.391163	-0.316997	0.058092	0.077895	-0.055117	-0.095914	0.007224	0.001871	-0.891602	-0.195068	-0.385986	0.672104	0.165214	-0.695988	0.191263	NaN	NaN	NaN	NaN	NaN	NaN
12388	9.745098	-0.422619	-0.303234	0.061518	0.043575	-0.054009	-0.097667	0.003377	-0.001097	-0.882080	-0.199707	-0.389893	0.672195	0.164878	-0.696075	0.190917	NaN	NaN	NaN	NaN	NaN	NaN
12389	9.746613	-0.467565	-0.321670	0.099204	0.012923	-0.050078	-0.086609	-0.002027	-0.000840	-0.884521	-0.199707	-0.387939	0.672260	0.164579	-0.696168	0.190604	NaN	NaN	NaN	NaN	NaN	NaN
12390	9.769534	-0.453209	-0.289147	0.062794	0.009874	-0.028579	-0.081008	0.006909	-0.001215	-0.886719	-0.199707	-0.389893	0.672349	0.164297	-0.696227	0.190319	NaN	NaN	NaN	NaN	NaN	NaN
12391	9.793960	-0.452291	-0.287788	0.060705	0.010454	-0.004260	-0.077220	0.008617	-0.004115	-0.884766	-0.192871	-0.390137	0.672448	0.164035	-0.696270	0.190036	NaN	NaN	NaN	NaN	NaN	NaN
12392	9.768123	-0.438520	-0.256645	0.028428	0.006263	-0.031402	-0.071649	0.005693	-0.005681	-0.888916	-0.201904	-0.387695	0.672529	0.163801	-0.696320	0.189768	NaN	NaN	NaN	NaN	NaN	NaN
12393	9.767394	-0.415217	-0.247499	0.009481	0.021646	-0.033368	-0.069846	0.001061	-0.004349	-0.889160	-0.199707	-0.385742	0.672595	0.163569	-0.696383	0.189504	NaN	NaN	NaN	NaN	NaN	NaN
12394	9.793288	-0.427710	-0.278714	0.041509	0.025849	-0.006224	-0.071723	-0.003605	-0.003092	-0.886963	-0.195068	-0.390137	0.672641	0.163335	-0.696467	0.189236	NaN	NaN	NaN	NaN	NaN	NaN
12395	9.794771	-0.440737	-0.311342	0.075631	0.029487	-0.003399	-0.060724	-0.008157	-0.001582	-0.882324	-0.197266	-0.387939	0.672662	0.163134	-0.696555	0.189007	NaN	NaN	NaN	NaN	NaN	NaN
12396	9.748929	-0.468098	-0.378231	0.148082	0.035594	-0.046388	-0.053379	-0.015713	-0.001825	-0.889160	-0.195068	-0.392334	0.672650	0.162968	-0.696663	0.188797	NaN	NaN	NaN	NaN	NaN	NaN
12397	9.824280	-0.502509	-0.418319	0.194940	0.025619	0.031362	-0.031330	-0.021022	-0.001369	-0.889160	-0.199707	-0.389893	0.672605	0.162876	-0.696765	0.188658	NaN	NaN	NaN	NaN	NaN	NaN
12398	9.871487	-0.456173	-0.399806	0.152918	0.057474	0.076070	-0.022083	-0.012052	-0.001650	-0.886963	-0.195068	-0.392334	0.672580	0.162811	-0.696831	0.188561	NaN	NaN	NaN	NaN	NaN	NaN
12399	9.824203	-0.501978	-0.420743	0.194792	0.025648	0.031365	-0.012814	0.000301	-0.002367	-0.884766	-0.190674	-0.385986	0.672596	0.162765	-0.696842	0.188501	NaN	NaN	NaN	NaN	NaN	NaN
12400	9.798363	-0.488669	-0.389708	0.162516	0.021460	0.004223	-0.012761	0.004953	-0.003655	-0.886963	-0.195068	-0.392334	0.672624	0.162723	-0.696841	0.188444	NaN	NaN	NaN	NaN	NaN	NaN
12401	9.796214	-0.484055	-0.334748	0.112866	-0.001059	0.000540	-0.018250	0.008289	-0.004199	-0.889160	-0.197510	-0.394287	0.672673	0.162652	-0.696832	0.188364	NaN	NaN	NaN	NaN	NaN	NaN
12402	9.794729	-0.438457	-0.315837	0.074983	0.029656	-0.003395	-0.012786	0.003686	-0.002804	-0.886963	-0.197510	-0.387939	0.672696	0.162608	-0.696835	0.188309	NaN	NaN	NaN	NaN	NaN	NaN
12403	9.747402	-0.420573	-0.362800	0.109781	0.066476	-0.050317	-0.016488	0.000269	-0.002440	-0.882324	-0.195068	-0.387939	0.672714	0.162551	-0.696850	0.188236	NaN	NaN	NaN	NaN	NaN	NaN
12404	9.795527	-0.460200	-0.325141	0.093712	0.014329	-0.001426	-0.021886	-0.003185	-0.007612	-0.884521	-0.197510	-0.387939	0.672726	0.162499	-0.696881	0.188127	NaN	NaN	NaN	NaN	NaN	NaN
12405	9.794786	-0.436862	-0.316286	0.074783	0.029698	-0.003394	-0.016399	-0.002285	-0.006238	-0.886963	-0.197266	-0.383545	0.672737	0.162459	-0.696902	0.188040	NaN	NaN	NaN	NaN	NaN	NaN
12406	9.770355	-0.404733	-0.331311	0.073194	0.063459	-0.028822	-0.012715	-0.010724	-0.007829	-0.884766	-0.192871	-0.383789	0.672715	0.162446	-0.696950	0.187956	NaN	NaN	NaN	NaN	NaN	NaN
12407	9.795510	-0.426116	-0.340561	0.089827	0.048674	-0.002532	-0.007203	-0.008556	-0.007306	-0.884521	-0.195068	-0.392334	0.672693	0.162447	-0.696987	0.187895	NaN	NaN	NaN	NaN	NaN	NaN
12408	9.791850	-0.407979	-0.255181	0.005919	0.022483	-0.009048	-0.003556	-0.007672	-0.005969	-0.884521	-0.195068	-0.394531	0.672672	0.162455	-0.697017	0.187851	NaN	NaN	NaN	NaN	NaN	NaN
12409	9.765994	-0.394462	-0.224911	-0.026197	0.018372	-0.036196	0.000144	-0.004254	-0.006332	-0.886719	-0.197510	-0.392334	0.672668	0.162467	-0.697027	0.187817	NaN	NaN	NaN	NaN	NaN	NaN
12410	9.763122	-0.398966	-0.148428	-0.091231	-0.023171	-0.040743	0.009336	-0.006288	-0.006570	-0.886719	-0.197510	-0.390137	0.672642	0.162519	-0.697040	0.187818	NaN	NaN	NaN	NaN	NaN	NaN
12411	9.740217	-0.412105	-0.181952	-0.054945	-0.020106	-0.062234	0.011179	-0.010507	-0.007366	-0.889404	-0.190674	-0.390381	0.672606	0.162582	-0.697060	0.187816	NaN	NaN	NaN	NaN	NaN	NaN
12412	9.739506	-0.420865	-0.161091	-0.070415	-0.039066	-0.063094	0.007328	-0.025764	-0.002730	-0.889404	-0.192871	-0.383789	0.672510	0.162633	-0.697144	0.187806	NaN	NaN	NaN	NaN	NaN	NaN
12413	9.792577	-0.427857	-0.270217	0.024400	0.007319	-0.007077	0.001892	-0.019896	-0.004972	-0.886719	-0.199707	-0.385742	0.672442	0.162659	-0.697213	0.187772	NaN	NaN	NaN	NaN	NaN	NaN
12414	9.793379	-0.482017	-0.267946	0.046678	-0.042361	-0.003995	-0.003733	-0.018661	-0.000427	-0.884766	-0.192871	-0.388184	0.672378	0.162657	-0.697284	0.187738	NaN	NaN	NaN	NaN	NaN	NaN
12415	9.868553	-0.453021	-0.334893	0.086423	0.016283	0.071542	0.005406	-0.021110	0.001448	-0.889404	-0.192871	-0.385986	0.672298	0.162681	-0.697356	0.187738	NaN	NaN	NaN	NaN	NaN	NaN
12416	9.893556	-0.443572	-0.358302	0.099572	0.035831	0.096722	0.009074	-0.014723	0.002764	-0.886963	-0.195068	-0.390137	0.672234	0.162708	-0.697405	0.187762	NaN	NaN	NaN	NaN	NaN	NaN
12417	9.920796	-0.469991	-0.421699	0.165841	0.043676	0.126705	0.014733	-0.000716	-0.000990	-0.886719	-0.199707	-0.385742	0.672220	0.162747	-0.697398	0.187802	NaN	NaN	NaN	NaN	NaN	NaN
12418	9.844063	-0.453907	-0.338065	0.088145	0.015780	0.047226	0.031246	0.002405	0.001002	-0.889160	-0.192871	-0.388184	0.672200	0.162838	-0.697367	0.187911	NaN	NaN	NaN	NaN	NaN	NaN
12419	9.844750	-0.444877	-0.360196	0.103401	0.034767	0.048087	0.040467	0.003757	0.000323	-0.886963	-0.197510	-0.385742	0.672179	0.162960	-0.697322	0.188050	NaN	NaN	NaN	NaN	NaN	NaN
12420	9.818999	-0.464208	-0.315256	0.074652	-0.003734	0.022048	0.040332	0.005896	0.006238	-0.886963	-0.195068	-0.385986	0.672158	0.163060	-0.697275	0.188212	NaN	NaN	NaN	NaN	NaN	NaN
12421	9.864977	-0.468935	-0.235363	0.005481	-0.044103	0.066133	0.042251	0.011831	0.004132	-0.891602	-0.195068	-0.385986	0.672159	0.163167	-0.697204	0.188376	NaN	NaN	NaN	NaN	NaN	NaN
12422	9.816271	-0.502286	-0.222208	0.013025	-0.079574	0.018607	0.044037	0.015671	0.007111	-0.886963	-0.197266	-0.383545	0.672169	0.163268	-0.697121	0.188562	NaN	NaN	NaN	NaN	NaN	NaN
12423	9.815501	-0.480442	-0.211743	-0.006003	-0.064197	0.016634	0.053227	0.006015	0.006485	-0.886963	-0.197510	-0.387939	0.672137	0.163409	-0.697063	0.188769	NaN	NaN	NaN	NaN	NaN	NaN
12424	9.793980	-0.508713	-0.275489	0.064388	-0.057561	-0.002016	0.067879	0.002352	0.009321	-0.886963	-0.197510	-0.387939	0.672078	0.163595	-0.697004	0.189034	NaN	NaN	NaN	NaN	NaN	NaN
12425	9.819033	-0.500226	-0.296336	0.077607	-0.038000	0.023165	0.069756	0.007872	0.009327	-0.886963	-0.195068	-0.385986	0.672040	0.163779	-0.696923	0.189307	NaN	NaN	NaN	NaN	NaN	NaN
12426	9.817624	-0.519610	-0.249681	0.046779	-0.075922	0.021443	0.069795	0.013376	0.009297	-0.893799	-0.197510	-0.390137	0.672018	0.163961	-0.696825	0.189588	NaN	NaN	NaN	NaN	NaN	NaN
12427	9.842003	-0.520199	-0.247109	0.044597	-0.075301	0.045763	0.071682	0.012539	0.008068	-0.891357	-0.197510	-0.387939	0.671995	0.164149	-0.696727	0.189868	NaN	NaN	NaN	NaN	NaN	NaN
12428	9.793868	-0.481260	-0.283264	0.060456	-0.023152	-0.003125	0.073536	0.018914	0.009332	-0.893555	-0.201904	-0.383545	0.671988	0.164338	-0.696607	0.190166	NaN	NaN	NaN	NaN	NaN	NaN
12429	9.793175	-0.491331	-0.258309	0.044966	-0.042130	-0.003986	0.079165	0.020638	0.006465	-0.889160	-0.197266	-0.381592	0.671986	0.164555	-0.696474	0.190476	NaN	NaN	NaN	NaN	NaN	NaN
12430	9.792400	-0.437775	-0.260550	0.022455	0.007572	-0.007073	0.088403	0.018601	0.006235	-0.886719	-0.201904	-0.383545	0.671969	0.164805	-0.696338	0.190815	NaN	NaN	NaN	NaN	NaN	NaN
12431	9.815339	-0.424807	-0.225172	-0.014001	0.004522	0.014409	0.084654	0.029616	0.011581	-0.888916	-0.201904	-0.385742	0.671986	0.165016	-0.696174	0.191170	NaN	NaN	NaN	NaN	NaN	NaN
12432	9.814661	-0.466684	-0.185525	-0.025965	-0.048762	0.014659	0.068171	0.031140	0.008282	-0.886963	-0.197510	-0.385742	0.672028	0.165179	-0.696016	0.191456	NaN	NaN	NaN	NaN	NaN	NaN
12433	9.813938	-0.476631	-0.159746	-0.041425	-0.067726	0.013796	0.066319	0.025621	0.008292	-0.884277	-0.204102	-0.385498	0.672052	0.165341	-0.695879	0.191730	NaN	NaN	NaN	NaN	NaN	NaN
12434	9.791025	-0.459954	-0.203804	-0.008766	-0.030369	-0.008797	0.077379	0.013856	0.007344	-0.891602	-0.195068	-0.385986	0.672027	0.165555	-0.695770	0.192031	NaN	NaN	NaN	NaN	NaN	NaN
12435	9.817666	-0.465170	-0.255079	0.038616	-0.007233	0.019223	0.079273	0.021497	0.007735	-0.886719	-0.201904	-0.383545	0.672026	0.165765	-0.695633	0.192345	NaN	NaN	NaN	NaN	NaN	NaN
12436	9.816938	-0.443375	-0.243336	0.019623	0.008142	0.017247	0.077507	0.028246	0.006789	-0.884521	-0.201904	-0.389893	0.672051	0.165967	-0.695475	0.192656	NaN	NaN	NaN	NaN	NaN	NaN
12437	9.816970	-0.412741	-0.254064	0.016058	0.042457	0.016135	0.086675	0.026664	0.009952	-0.886719	-0.201904	-0.385742	0.672062	0.166193	-0.695314	0.193008	NaN	NaN	NaN	NaN	NaN	NaN
12438	9.815464	-0.463376	-0.191435	-0.011266	-0.029788	0.015521	0.077529	0.035469	0.009252	-0.888916	-0.201904	-0.387695	0.672109	0.166379	-0.695133	0.193333	NaN	NaN	NaN	NaN	NaN	NaN
12439	9.867356	-0.459607	-0.262629	0.049421	0.012867	0.068725	0.079401	0.035486	0.009290	-0.888916	-0.201904	-0.385742	0.672156	0.166573	-0.694949	0.193664	NaN	NaN	NaN	NaN	NaN	NaN
12440	9.820144	-0.507023	-0.278613	0.091185	-0.019018	0.024042	0.077579	0.033350	0.008852	-0.888916	-0.199707	-0.394287	0.672196	0.166763	-0.694775	0.193987	NaN	NaN	NaN	NaN	NaN	NaN
12441	9.843043	-0.493645	-0.242019	0.054821	-0.022000	0.045521	0.070332	0.040450	0.005656	-0.884521	-0.197510	-0.387939	0.672273	0.166929	-0.694579	0.194277	NaN	NaN	NaN	NaN	NaN	NaN
12442	9.792776	-0.481335	-0.207718	0.024631	-0.026736	-0.005957	0.062998	0.050133	0.006234	-0.886719	-0.199707	-0.389893	0.672386	0.167063	-0.694361	0.194553	NaN	NaN	NaN	NaN	NaN	NaN
12443	9.718812	-0.523768	-0.169218	0.018930	-0.081697	-0.078663	0.062985	0.044631	0.006300	-0.888916	-0.201904	-0.392090	0.672482	0.167195	-0.694160	0.194823	NaN	NaN	NaN	NaN	NaN	NaN
12444	9.718135	-0.470114	-0.170161	-0.003567	-0.031989	-0.081753	0.066664	0.034917	0.005654	-0.886719	-0.199707	-0.385742	0.672539	0.167358	-0.693988	0.195097	NaN	NaN	NaN	NaN	NaN	NaN
12445	9.718092	-0.502668	-0.152183	-0.000166	-0.066291	-0.080640	0.062841	0.041321	0.012262	-0.884521	-0.199707	-0.387939	0.672617	0.167476	-0.693803	0.195385	NaN	NaN	NaN	NaN	NaN	NaN
12446	9.694557	-0.495468	-0.171663	0.017147	-0.047902	-0.104094	0.061072	0.041702	0.010101	-0.886719	-0.201904	-0.394287	0.672698	0.167598	-0.693617	0.195661	NaN	NaN	NaN	NaN	NaN	NaN
12447	9.693643	-0.536764	-0.130635	0.005237	-0.101145	-0.103844	0.059299	0.039960	0.007545	-0.888916	-0.204102	-0.394043	0.672781	0.167719	-0.693435	0.195917	NaN	NaN	NaN	NaN	NaN	NaN
12448	9.718138	-0.505417	-0.139595	-0.000474	-0.066231	-0.080639	0.064953	0.035294	0.003501	-0.888916	-0.204102	-0.387695	0.672843	0.167883	-0.693261	0.196179	NaN	NaN	NaN	NaN	NaN	NaN
12449	9.670170	-0.529464	-0.147017	0.022478	-0.082758	-0.127297	0.064932	0.029792	0.003578	-0.884521	-0.201904	-0.389893	0.672887	0.168053	-0.693105	0.196435	NaN	NaN	NaN	NaN	NaN	NaN
12450	9.670296	-0.498289	-0.158086	0.018850	-0.048421	-0.128411	0.072378	0.024746	0.001702	-0.886963	-0.195068	-0.396484	0.672908	0.168258	-0.692957	0.196708	NaN	NaN	NaN	NaN	NaN	NaN
12451	9.599824	-0.473479	-0.227385	0.071104	0.006814	-0.198771	0.076149	0.016680	-0.001904	-0.886719	-0.201904	-0.394287	0.672906	0.168486	-0.692830	0.196970	NaN	NaN	NaN	NaN	NaN	NaN
12452	9.625116	-0.464699	-0.247496	0.084260	0.026352	-0.173586	0.074052	0.008729	0.005366	-0.886719	-0.199707	-0.383545	0.672866	0.168701	-0.692738	0.197247	NaN	NaN	NaN	NaN	NaN	NaN
12453	9.647068	-0.427539	-0.205170	0.028955	0.038762	-0.154092	0.066938	0.007242	-0.004935	-0.884277	-0.204102	-0.385498	0.672837	0.168924	-0.692650	0.197462	NaN	NaN	NaN	NaN	NaN	NaN
12454	9.649540	-0.464399	-0.244666	0.081915	0.026973	-0.149266	0.059337	-0.000361	0.000092	-0.886475	-0.210938	-0.391846	0.672783	0.169115	-0.692598	0.197663	NaN	NaN	NaN	NaN	NaN	NaN
12455	9.723372	-0.517570	-0.235605	0.097968	-0.021045	-0.073216	0.042664	-0.000503	-0.000287	-0.886719	-0.204102	-0.392090	0.672744	0.169258	-0.692561	0.197805	NaN	NaN	NaN	NaN	NaN	NaN
12456	9.773024	-0.508452	-0.255752	0.109039	-0.000931	-0.023712	0.029548	0.005845	0.006084	-0.877441	-0.206299	-0.387695	0.672731	0.169323	-0.692523	0.197928	NaN	NaN	NaN	NaN	NaN	NaN
12457	9.820670	-0.579805	-0.201599	0.096476	-0.087392	0.026288	0.012898	0.006959	0.004838	-0.893555	-0.204102	-0.394043	0.672740	0.169335	-0.692493	0.197988	NaN	NaN	NaN	NaN	NaN	NaN
12458	9.819982	-0.525929	-0.206911	0.073992	-0.037679	0.023194	0.022148	-0.003579	0.003107	-0.882080	-0.206543	-0.394043	0.672703	0.169395	-0.692492	0.198068	NaN	NaN	NaN	NaN	NaN	NaN
12459	9.866401	-0.456602	-0.179324	0.013235	0.009639	0.065888	0.029745	-0.008721	-0.004254	-0.886719	-0.201904	-0.387695	0.672655	0.169508	-0.692490	0.198141	NaN	NaN	NaN	NaN	NaN	NaN
12460	9.842253	-0.393651	-0.208923	0.008203	0.077730	0.039340	0.011326	0.005506	-0.005338	-0.882080	-0.206299	-0.387695	0.672667	0.169551	-0.692462	0.198162	NaN	NaN	NaN	NaN	NaN	NaN
12461	9.791958	-0.347860	-0.193673	-0.025452	0.107336	-0.013259	-0.001447	-0.000679	-0.014417	-0.891357	-0.201904	-0.387695	0.672678	0.169589	-0.692459	0.198103	NaN	NaN	NaN	NaN	NaN	NaN
12462	9.792889	-0.337875	-0.216795	-0.010211	0.126296	-0.012393	-0.003372	-0.005330	-0.013112	-0.888916	-0.204102	-0.389893	0.672673	0.169620	-0.692475	0.198038	NaN	NaN	NaN	NaN	NaN	NaN
12463	9.745822	-0.351571	-0.251202	0.028022	0.128744	-0.058181	-0.014505	-0.009673	-0.014140	-0.888916	-0.201904	-0.394287	0.672663	0.169619	-0.692517	0.197926	NaN	NaN	NaN	NaN	NaN	NaN
12464	9.697860	-0.373685	-0.263578	0.050927	0.112215	-0.104834	-0.016345	-0.021174	-0.017376	-0.893311	-0.206543	-0.387695	0.672618	0.169637	-0.692595	0.197788	NaN	NaN	NaN	NaN	NaN	NaN
12465	9.723115	-0.362684	-0.288093	0.064096	0.131776	-0.079649	-0.025599	-0.034864	-0.021168	-0.886475	-0.208740	-0.387695	0.672539	0.169647	-0.692726	0.197592	NaN	NaN	NaN	NaN	NaN	NaN
12466	9.798631	-0.427606	-0.314442	0.114288	0.087376	-0.000746	-0.029274	-0.040011	-0.023283	-0.886475	-0.206299	-0.385498	0.672445	0.169661	-0.692875	0.197373	NaN	NaN	NaN	NaN	NaN	NaN
12467	9.849767	-0.492952	-0.342039	0.166586	0.042352	0.053839	-0.031176	-0.036170	-0.020425	-0.884277	-0.206543	-0.391846	0.672364	0.169660	-0.693015	0.197162	NaN	NaN	NaN	NaN	NaN	NaN
12468	9.873269	-0.530405	-0.307159	0.152497	-0.010350	0.078407	-0.036594	-0.024825	-0.022846	-0.888916	-0.201904	-0.389893	0.672329	0.169633	-0.693121	0.196933	NaN	NaN	NaN	NaN	NaN	NaN
12469	9.846441	-0.523462	-0.256217	0.104941	-0.033410	0.050372	-0.040504	-0.016669	-0.013749	-0.884277	-0.206543	-0.389893	0.672320	0.169548	-0.693209	0.196724	NaN	NaN	NaN	NaN	NaN	NaN
12470	9.845660	-0.499106	-0.249842	0.085959	-0.018025	0.048390	-0.044207	-0.025196	-0.015389	-0.888916	-0.201904	-0.385742	0.672283	0.169470	-0.693330	0.196493	NaN	NaN	NaN	NaN	NaN	NaN
12471	9.841609	-0.446643	-0.180708	-0.001446	-0.009761	0.040704	-0.044289	-0.020474	-0.011231	-0.884521	-0.199707	-0.385742	0.672259	0.169370	-0.693438	0.196278	NaN	NaN	NaN	NaN	NaN	NaN
12472	9.790415	-0.409569	-0.144900	-0.050477	0.000903	-0.012768	-0.048046	-0.020900	-0.009189	-0.886719	-0.201904	-0.389893	0.672234	0.169254	-0.693553	0.196058	NaN	NaN	NaN	NaN	NaN	NaN
12473	9.790426	-0.376929	-0.161801	-0.054085	0.035303	-0.013885	-0.046155	-0.032361	-0.012362	-0.888916	-0.204102	-0.389893	0.672172	0.169158	-0.693703	0.195821	NaN	NaN	NaN	NaN	NaN	NaN
12474	9.818026	-0.403348	-0.226887	0.012150	0.043022	0.016138	-0.051699	-0.028168	-0.011697	-0.888916	-0.201904	-0.389893	0.672127	0.169044	-0.693844	0.195574	NaN	NaN	NaN	NaN	NaN	NaN
12475	9.817218	-0.379196	-0.220676	-0.006787	0.058456	0.014153	-0.062705	-0.018133	-0.013349	-0.881836	-0.208740	-0.383301	0.672131	0.168884	-0.693960	0.195288	NaN	NaN	NaN	NaN	NaN	NaN
12476	9.768479	-0.410173	-0.210301	0.000747	0.022972	-0.033366	-0.075587	-0.009374	-0.014173	-0.888916	-0.206299	-0.383301	0.672173	0.168681	-0.694059	0.194965	NaN	NaN	NaN	NaN	NaN	NaN
12477	9.769320	-0.431388	-0.220651	0.019487	0.007527	-0.031381	-0.077445	-0.017016	-0.014529	-0.886719	-0.204102	-0.383545	0.672190	0.168487	-0.694185	0.194631	NaN	NaN	NaN	NaN	NaN	NaN
12478	9.768562	-0.438565	-0.199913	0.003992	-0.011415	-0.032250	-0.088521	-0.017123	-0.014762	-0.886719	-0.199707	-0.396484	0.672216	0.168250	-0.694322	0.194255	NaN	NaN	NaN	NaN	NaN	NaN
12479	9.794604	-0.482047	-0.218574	0.039546	-0.041547	-0.003960	-0.082974	-0.018327	-0.013783	-0.891113	-0.204102	-0.389893	0.672237	0.168022	-0.694456	0.193896	NaN	NaN	NaN	NaN	NaN	NaN
12480	9.821423	-0.516591	-0.260279	0.090407	-0.052785	0.025199	-0.075490	-0.022100	-0.016542	-0.888916	-0.206543	-0.385498	0.672237	0.167840	-0.694596	0.193555	NaN	NaN	NaN	NaN	NaN	NaN
12481	9.870290	-0.545367	-0.246542	0.089611	-0.085971	0.074952	-0.068021	-0.015263	-0.017317	-0.886719	-0.199707	-0.389893	0.672256	0.167679	-0.694703	0.193243	NaN	NaN	NaN	NaN	NaN	NaN
12482	9.870429	-0.574791	-0.234243	0.092963	-0.120298	0.076070	-0.053013	-0.010538	-0.023836	-0.886475	-0.206543	-0.387695	0.672285	0.167586	-0.694775	0.192965	NaN	NaN	NaN	NaN	NaN	NaN
12483	9.871312	-0.563303	-0.258102	0.108271	-0.101328	0.076940	-0.030711	-0.007395	-0.027221	-0.889160	-0.199707	-0.383545	0.672311	0.167575	-0.694811	0.192753	NaN	NaN	NaN	NaN	NaN	NaN
12484	9.872951	-0.543043	-0.304007	0.138890	-0.063431	0.078681	-0.025265	0.001609	-0.022132	-0.884277	-0.204102	-0.387695	0.672357	0.167557	-0.694817	0.192588	NaN	NaN	NaN	NaN	NaN	NaN
12485	9.799849	-0.510480	-0.320552	0.141544	-0.030818	0.004613	-0.021423	0.007949	-0.026359	-0.886475	-0.206299	-0.385498	0.672425	0.167559	-0.694795	0.192426	NaN	NaN	NaN	NaN	NaN	NaN
12486	9.823644	-0.516384	-0.295831	0.123954	-0.049180	0.028063	-0.014100	0.013990	-0.022889	-0.884277	-0.206543	-0.391846	0.672505	0.167570	-0.694748	0.192307	NaN	NaN	NaN	NaN	NaN	NaN
12487	9.822962	-0.491237	-0.285557	0.105078	-0.033809	0.026076	-0.004770	0.015748	-0.025678	-0.888672	-0.208740	-0.387695	0.672589	0.167623	-0.694681	0.192211	NaN	NaN	NaN	NaN	NaN	NaN
12488	9.849784	-0.461711	-0.351051	0.148985	0.023612	0.053006	0.000678	0.018389	-0.021783	-0.882080	-0.204102	-0.383545	0.672671	0.167675	-0.694606	0.192151	NaN	NaN	NaN	NaN	NaN	NaN
12489	9.847361	-0.391271	-0.322626	0.092343	0.069740	0.047044	0.002589	0.018809	-0.023865	-0.884521	-0.201904	-0.385742	0.672754	0.167745	-0.694524	0.192092	NaN	NaN	NaN	NaN	NaN	NaN
12490	9.847528	-0.388832	-0.320463	0.092219	0.069746	0.047045	0.006370	0.024753	-0.025969	-0.884277	-0.204102	-0.387695	0.672857	0.167825	-0.694419	0.192042	NaN	NaN	NaN	NaN	NaN	NaN
12491	9.821672	-0.373099	-0.287463	0.059973	0.065632	0.019869	0.008160	0.024373	-0.023810	-0.884277	-0.206543	-0.389893	0.672956	0.167902	-0.694315	0.192005	NaN	NaN	NaN	NaN	NaN	NaN
12492	9.868955	-0.355758	-0.251166	0.021442	0.063243	0.065645	0.000828	0.028934	-0.025288	-0.884277	-0.204102	-0.394043	0.673077	0.167957	-0.694201	0.191942	NaN	NaN	NaN	NaN	NaN	NaN
12493	9.821241	-0.377171	-0.259210	0.044468	0.046726	0.018999	0.002647	0.029815	-0.023989	-0.884277	-0.208740	-0.387695	0.673204	0.168010	-0.694080	0.191888	NaN	NaN	NaN	NaN	NaN	NaN
12494	9.870051	-0.342233	-0.267842	0.036689	0.082226	0.066517	0.004427	0.033679	-0.021031	-0.882324	-0.199707	-0.387939	0.673335	0.168058	-0.693951	0.191856	NaN	NaN	NaN	NaN	NaN	NaN
12495	9.818060	-0.313669	-0.202970	-0.027677	0.073980	0.012162	-0.008523	0.044137	-0.019316	-0.886719	-0.201904	-0.389893	0.673513	0.168044	-0.693799	0.191792	NaN	NaN	NaN	NaN	NaN	NaN
12496	9.791443	-0.339041	-0.131528	-0.071839	0.016580	-0.014771	-0.012244	0.044955	-0.018137	-0.886475	-0.208740	-0.396240	0.673694	0.168015	-0.693650	0.191722	NaN	NaN	NaN	NaN	NaN	NaN
12497	9.741194	-0.355978	-0.084383	-0.098459	-0.022423	-0.065149	-0.010300	0.034771	-0.022213	-0.886719	-0.204102	-0.387695	0.673845	0.168012	-0.693528	0.191633	NaN	NaN	NaN	NaN	NaN	NaN
