// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B44081
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
12533	6.576208	-0.316495	7.214648	-0.120210	-0.004110	-0.046247	0.014405	0.010349	0.031429	-0.328369	-0.224854	-0.875244	0.885376	0.092435	-0.354534	0.286132	NaN	NaN	NaN	NaN	NaN	NaN
12534	6.634586	-0.318169	7.224651	-0.091160	0.018539	0.000869	0.005485	0.005631	0.028518	-0.326172	-0.222656	-0.875244	0.885346	0.092369	-0.354524	0.286257	NaN	NaN	NaN	NaN	NaN	NaN
12535	6.638767	-0.328729	7.258047	-0.102430	0.001440	0.028554	0.011008	0.007776	0.029133	-0.321533	-0.224854	-0.877197	0.885315	0.092320	-0.354502	0.286396	NaN	NaN	NaN	NaN	NaN	NaN
12536	6.624938	-0.288266	7.217761	-0.111089	0.045046	-0.011942	0.004021	0.002580	0.026791	-0.317139	-0.222656	-0.875244	0.885283	0.092256	-0.354507	0.286509	NaN	NaN	NaN	NaN	NaN	NaN
12537	6.566631	-0.235054	7.205453	-0.169686	0.069394	-0.062773	-0.008169	-0.000121	0.021808	-0.319336	-0.227051	-0.873047	0.885263	0.092144	-0.354537	0.286572	NaN	NaN	NaN	NaN	NaN	NaN
12538	6.553365	-0.235896	7.225705	-0.190258	0.057499	-0.056994	-0.022377	-0.003238	0.010406	-0.319336	-0.222656	-0.875244	0.885256	0.092000	-0.354598	0.286563	NaN	NaN	NaN	NaN	NaN	NaN
12539	6.550009	-0.215341	7.250383	-0.220566	0.066107	-0.042118	-0.043316	-0.010597	0.000250	-0.317139	-0.224854	-0.879395	0.885263	0.091788	-0.354714	0.286466	NaN	NaN	NaN	NaN	NaN	NaN
12540	6.541675	-0.241236	7.244388	-0.211068	0.046079	-0.051223	-0.064654	-0.021746	0.000235	-0.321777	-0.220459	-0.873291	0.885257	0.091502	-0.354913	0.286328	NaN	NaN	NaN	NaN	NaN	NaN
12541	6.597353	-0.237456	7.219485	-0.171105	0.086360	-0.031804	-0.081259	-0.016305	-0.008060	-0.321777	-0.222656	-0.875244	0.885284	0.091142	-0.355104	0.286122	NaN	NaN	NaN	NaN	NaN	NaN
12542	6.656453	-0.298103	7.230636	-0.113060	0.062909	0.019026	-0.080743	-0.009881	0.001634	-0.321777	-0.218018	-0.875488	0.885305	0.090765	-0.355274	0.285968	NaN	NaN	NaN	NaN	NaN	NaN
12543	6.611544	-0.345569	7.260761	-0.134363	-0.002054	0.012409	-0.077801	-0.012005	0.008233	-0.323975	-0.220459	-0.875244	0.885313	0.090386	-0.355452	0.285843	NaN	NaN	NaN	NaN	NaN	NaN
12544	6.603863	-0.318665	7.252066	-0.153862	0.024020	-0.000411	-0.069348	-0.013711	0.001478	-0.324219	-0.215820	-0.873291	0.885321	0.090065	-0.355622	0.285706	NaN	NaN	NaN	NaN	NaN	NaN
12545	6.622843	-0.334540	7.263499	-0.144803	0.019259	0.021490	-0.078204	-0.010187	-0.004527	-0.323975	-0.220459	-0.877441	0.885348	0.089705	-0.355789	0.285527	NaN	NaN	NaN	NaN	NaN	NaN
12546	6.625462	-0.432158	7.181684	-0.045097	-0.025241	-0.032226	-0.087287	-0.008709	0.011304	-0.317139	-0.220459	-0.875244	0.885360	0.089280	-0.355967	0.285404	NaN	NaN	NaN	NaN	NaN	NaN
12547	6.615274	-0.515956	7.178655	-0.006564	-0.091341	-0.037578	-0.091777	0.000258	0.016130	-0.319580	-0.220459	-0.877441	0.885384	0.088810	-0.356110	0.285295	NaN	NaN	NaN	NaN	NaN	NaN
12548	6.623618	-0.514819	7.125052	0.024305	-0.061151	-0.071056	-0.085114	0.003630	0.009053	-0.319580	-0.215820	-0.873291	0.885419	0.088381	-0.356229	0.285172	NaN	NaN	NaN	NaN	NaN	NaN
12549	6.696556	-0.508916	7.172209	0.032764	-0.035513	0.012846	-0.063662	0.006600	0.009915	-0.319580	-0.220459	-0.877441	0.885451	0.088038	-0.356301	0.285089	NaN	NaN	NaN	NaN	NaN	NaN
12550	6.639050	-0.445132	7.218585	-0.066797	-0.020607	0.004553	-0.052937	0.001705	0.010638	-0.319824	-0.213623	-0.886230	0.885466	0.087751	-0.356383	0.285028	NaN	NaN	NaN	NaN	NaN	NaN
12551	6.625689	-0.448105	7.238782	-0.087288	-0.032391	0.010339	-0.041615	-0.002135	0.010429	-0.324219	-0.215820	-0.879639	0.885473	0.087515	-0.356462	0.284979	NaN	NaN	NaN	NaN	NaN	NaN
12552	6.689962	-0.421075	7.219677	-0.057139	0.028218	0.038839	-0.038557	-0.012458	0.017834	-0.321777	-0.218018	-0.873291	0.885446	0.087299	-0.356589	0.284970	NaN	NaN	NaN	NaN	NaN	NaN
12553	6.675280	-0.493316	7.183359	-0.007786	-0.020416	0.005810	-0.049123	-0.007857	0.048411	-0.319824	-0.211426	-0.877686	0.885389	0.086974	-0.356723	0.285080	NaN	NaN	NaN	NaN	NaN	NaN
12554	6.623807	-0.587324	7.183153	0.010726	-0.114079	-0.024719	-0.051385	-0.001300	0.068870	-0.322021	-0.211426	-0.877686	0.885314	0.086594	-0.356842	0.285278	NaN	NaN	NaN	NaN	NaN	NaN
12555	6.677143	-0.640573	7.161342	0.079630	-0.119946	-0.001538	-0.040728	-0.011591	0.061215	-0.326660	-0.206787	-0.875732	0.885231	0.086283	-0.356986	0.285452	NaN	NaN	NaN	NaN	NaN	NaN
12556	6.628281	-0.624136	7.155871	0.040215	-0.121368	-0.039571	-0.030921	-0.015631	0.047798	-0.326416	-0.213623	-0.884033	0.885151	0.086052	-0.357130	0.285588	NaN	NaN	NaN	NaN	NaN	NaN
12557	6.596489	-0.485581	7.183279	-0.077846	-0.027502	-0.048357	-0.025328	-0.025396	0.054836	-0.324219	-0.215820	-0.875488	0.885043	0.085840	-0.357314	0.285757	NaN	NaN	NaN	NaN	NaN	NaN
12558	6.629171	-0.503395	7.173617	-0.048436	-0.020068	-0.032230	-0.025128	-0.019147	0.069085	-0.331055	-0.211426	-0.875488	0.884924	0.085602	-0.357474	0.285996	NaN	NaN	NaN	NaN	NaN	NaN
12559	6.651784	-0.543662	7.159245	-0.009302	-0.033090	-0.025175	-0.025117	-0.014626	0.071620	-0.326660	-0.209229	-0.882080	0.884808	0.085354	-0.357617	0.286251	NaN	NaN	NaN	NaN	NaN	NaN
12560	6.674125	-0.583911	7.145052	0.029877	-0.046112	-0.018116	-0.032130	-0.012407	0.060342	-0.326416	-0.215820	-0.877686	0.884716	0.085090	-0.357754	0.286441	NaN	NaN	NaN	NaN	NaN	NaN
12561	6.706048	-0.601826	7.135942	0.059287	-0.038652	-0.001982	-0.029521	-0.012639	0.051862	-0.324463	-0.209229	-0.875732	0.884636	0.084852	-0.357883	0.286598	NaN	NaN	NaN	NaN	NaN	NaN
12562	6.652218	-0.615945	7.158524	0.018750	-0.078015	-0.021394	-0.029457	-0.008916	0.046267	-0.326660	-0.209229	-0.882080	0.884570	0.084621	-0.357994	0.286732	NaN	NaN	NaN	NaN	NaN	NaN
12563	6.633218	-0.664706	7.147639	0.037983	-0.118468	-0.039526	-0.026916	-0.008351	0.045907	-0.326660	-0.206787	-0.875732	0.884505	0.084396	-0.358099	0.286867	NaN	NaN	NaN	NaN	NaN	NaN
12564	6.664734	-0.681492	7.138917	0.067385	-0.111046	-0.023388	-0.026857	-0.004627	0.040310	-0.326660	-0.206787	-0.882080	0.884454	0.084180	-0.358184	0.286981	NaN	NaN	NaN	NaN	NaN	NaN
12565	6.682873	-0.696556	7.150762	0.076442	-0.115806	-0.001463	-0.018218	-0.005412	0.037097	-0.326660	-0.209229	-0.879883	0.884404	0.084004	-0.358261	0.287093	NaN	NaN	NaN	NaN	NaN	NaN
12566	6.720664	-0.667095	7.172592	0.066004	-0.079730	0.038592	-0.011942	-0.011211	0.029460	-0.326416	-0.213623	-0.877686	0.884350	0.083883	-0.358350	0.287184	NaN	NaN	NaN	NaN	NaN	NaN
12567	6.649022	-0.667497	7.182851	0.016095	-0.113845	-0.002735	-0.010729	-0.013618	0.025083	-0.326416	-0.213623	-0.875488	0.884298	0.083780	-0.358444	0.287257	NaN	NaN	NaN	NaN	NaN	NaN
12568	6.578857	-0.612836	7.190919	-0.062779	-0.101832	-0.047856	-0.017891	-0.012236	0.007924	-0.326660	-0.206787	-0.877930	0.884275	0.083673	-0.358537	0.287241	NaN	NaN	NaN	NaN	NaN	NaN
12569	6.604954	-0.671205	7.151189	0.006484	-0.123062	-0.055626	-0.020207	-0.013522	-0.002101	-0.328857	-0.209229	-0.875732	0.884266	0.083576	-0.358633	0.287177	NaN	NaN	NaN	NaN	NaN	NaN
12570	6.640752	-0.707856	7.116501	0.065957	-0.123854	-0.054329	-0.028226	-0.011678	0.000197	-0.326660	-0.209229	-0.879883	0.884260	0.083437	-0.358735	0.287108	NaN	NaN	NaN	NaN	NaN	NaN
12571	6.667791	-0.753626	7.135198	0.094208	-0.154357	-0.019540	-0.022336	-0.007789	0.010267	-0.326660	-0.206787	-0.875732	0.884244	0.083299	-0.358815	0.287098	NaN	NaN	NaN	NaN	NaN	NaN
12572	6.645254	-0.776152	7.149951	0.083353	-0.186684	-0.022804	-0.012671	-0.006533	0.007452	-0.328857	-0.209229	-0.877686	0.884230	0.083208	-0.358875	0.287091	NaN	NaN	NaN	NaN	NaN	NaN
12573	6.610974	-0.700448	7.122762	0.035342	-0.129681	-0.070446	0.003088	-0.006627	0.001780	-0.322266	-0.204590	-0.880127	0.884218	0.083196	-0.358911	0.287089	NaN	NaN	NaN	NaN	NaN	NaN
12574	6.644156	-0.657556	7.112076	0.035831	-0.076119	-0.058112	0.005497	-0.006920	-0.004457	-0.328857	-0.206787	-0.871338	0.884213	0.083207	-0.358941	0.287062	NaN	NaN	NaN	NaN	NaN	NaN
12575	6.644392	-0.656806	7.111925	0.035536	-0.075672	-0.058108	0.011426	0.000694	0.000006	-0.326660	-0.211426	-0.875488	0.884214	0.083222	-0.358931	0.287068	NaN	NaN	NaN	NaN	NaN	NaN
12576	6.639351	-0.688474	7.139690	0.034069	-0.113217	-0.039450	0.009654	-0.000040	0.024920	-0.319824	-0.206787	-0.871338	0.884178	0.083189	-0.358937	0.287181	NaN	NaN	NaN	NaN	NaN	NaN
12577	6.640177	-0.821664	7.118209	0.121732	-0.213339	-0.046642	0.009899	-0.007360	0.031603	-0.322266	-0.204590	-0.880127	0.884120	0.083156	-0.358974	0.287323	NaN	NaN	NaN	NaN	NaN	NaN
12578	6.630596	-0.844222	7.112901	0.131181	-0.233424	-0.055681	0.023297	-0.003437	0.026564	-0.324707	-0.202393	-0.877930	0.884069	0.083185	-0.358977	0.287467	NaN	NaN	NaN	NaN	NaN	NaN
12579	6.623582	-0.756376	7.103713	0.082866	-0.161076	-0.072365	0.037299	0.001539	0.020598	-0.328857	-0.206787	-0.877930	0.884035	0.083271	-0.358932	0.287605	NaN	NaN	NaN	NaN	NaN	NaN
12580	6.571727	-0.695534	7.183777	-0.027605	-0.163491	-0.053049	0.039873	0.001308	0.012099	-0.326660	-0.206787	-0.875732	0.884006	0.083393	-0.358884	0.287716	NaN	NaN	NaN	NaN	NaN	NaN
12581	6.623712	-0.607599	7.183960	-0.046624	-0.068935	-0.022637	0.028044	0.003354	0.005148	-0.326904	-0.204590	-0.882080	0.883997	0.083469	-0.358841	0.287777	NaN	NaN	NaN	NaN	NaN	NaN
12582	6.595584	-0.617159	7.167022	-0.046556	-0.083796	-0.053608	0.018258	0.005764	0.004620	-0.324219	-0.211426	-0.879883	0.883997	0.083502	-0.358801	0.287818	NaN	NaN	NaN	NaN	NaN	NaN
12583	6.611971	-0.681803	7.181810	-0.008532	-0.134713	-0.027842	0.018500	-0.001551	0.011310	-0.331299	-0.206787	-0.879883	0.883976	0.083530	-0.358793	0.287883	NaN	NaN	NaN	NaN	NaN	NaN
12584	6.587798	-0.715091	7.138912	0.021605	-0.157819	-0.073636	0.018060	-0.002540	0.009974	-0.328857	-0.213623	-0.877686	0.883953	0.083565	-0.358792	0.287945	NaN	NaN	NaN	NaN	NaN	NaN
12585	6.632348	-0.768536	7.170771	0.059181	-0.193552	-0.016888	0.034076	-0.005446	0.013522	-0.324219	-0.211426	-0.875488	0.883912	0.083669	-0.358783	0.288052	NaN	NaN	NaN	NaN	NaN	NaN
12586	6.586901	-0.766582	7.140950	0.049863	-0.203207	-0.069777	0.048174	-0.007858	0.016516	-0.326660	-0.209229	-0.873535	0.883857	0.083832	-0.358765	0.288194	NaN	NaN	NaN	NaN	NaN	NaN
12587	6.592495	-0.732376	7.112905	0.050809	-0.164880	-0.088438	0.058866	-0.012808	0.017211	-0.324219	-0.213623	-0.877686	0.883789	0.084050	-0.358751	0.288358	NaN	NaN	NaN	NaN	NaN	NaN
12588	6.629656	-0.709788	7.076499	0.081402	-0.119562	-0.090957	0.060085	-0.015220	0.012842	-0.322266	-0.206787	-0.873535	0.883721	0.084283	-0.358747	0.288502	NaN	NaN	NaN	NaN	NaN	NaN
12589	6.676663	-0.664993	7.045008	0.102353	-0.053715	-0.084439	0.074936	-0.015710	0.020789	-0.324463	-0.206787	-0.877930	0.883638	0.084567	-0.358721	0.288707	NaN	NaN	NaN	NaN	NaN	NaN
12590	6.669066	-0.628663	7.037345	0.082929	-0.027640	-0.097327	0.080288	-0.008333	0.034323	-0.326660	-0.209229	-0.877686	0.883543	0.084841	-0.358667	0.288985	NaN	NaN	NaN	NaN	NaN	NaN
12591	6.702141	-0.624098	7.087292	0.071342	-0.029339	-0.038643	0.070220	-0.011371	0.027681	-0.326416	-0.213623	-0.875488	0.883459	0.085080	-0.358635	0.289210	NaN	NaN	NaN	NaN	NaN	NaN
12592	6.757038	-0.612446	7.063391	0.111325	0.010758	-0.019239	0.075315	-0.010256	0.026960	-0.326660	-0.209229	-0.875732	0.883373	0.085349	-0.358592	0.289446	NaN	NaN	NaN	NaN	NaN	NaN
12593	6.719880	-0.641253	7.041102	0.121184	-0.024558	-0.059236	0.078229	-0.005874	0.016451	-0.331055	-0.213623	-0.877686	0.883310	0.085640	-0.358520	0.289641	NaN	NaN	NaN	NaN	NaN	NaN
12594	6.742885	-0.657084	7.086536	0.119301	-0.046825	-0.009584	0.080067	-0.002720	0.013674	-0.324463	-0.209229	-0.877686	0.883255	0.085942	-0.358431	0.289830	NaN	NaN	NaN	NaN	NaN	NaN
12595	6.726446	-0.627753	7.132551	0.068614	-0.050328	0.011018	0.078156	-0.006750	0.010618	-0.324219	-0.215820	-0.875488	0.883199	0.086242	-0.358361	0.289998	NaN	NaN	NaN	NaN	NaN	NaN
12596	6.723706	-0.558747	7.097038	0.050415	0.013669	-0.020566	0.067805	-0.007037	-0.005261	-0.328857	-0.213623	-0.873291	0.883168	0.086530	-0.358301	0.290079	NaN	NaN	NaN	NaN	NaN	NaN
12597	6.717726	-0.467213	7.086508	0.002211	0.085970	-0.037345	0.043363	-0.011430	-0.007040	-0.326660	-0.209229	-0.875732	0.883144	0.086719	-0.358293	0.290107	NaN	NaN	NaN	NaN	NaN	NaN
12598	6.846303	-0.444615	7.109331	0.050837	0.151400	0.065907	0.037419	-0.005473	-0.003960	-0.326416	-0.213623	-0.875488	0.883128	0.086869	-0.358271	0.290140	NaN	NaN	NaN	NaN	NaN	NaN
12599	6.827024	-0.484959	7.099572	0.070038	0.110910	0.047848	0.043868	-0.002209	-0.008824	-0.328613	-0.218018	-0.873291	0.883124	0.087044	-0.358222	0.290161	NaN	NaN	NaN	NaN	NaN	NaN
12600	6.848866	-0.515179	7.086595	0.109182	0.097812	0.054973	0.037932	-0.006146	-0.018885	-0.328857	-0.213623	-0.875488	0.883127	0.087223	-0.358195	0.290129	NaN	NaN	NaN	NaN	NaN	NaN
12601	6.801822	-0.566443	7.059644	0.128748	0.041970	0.005962	0.031063	-0.001343	-0.010344	-0.328857	-0.211426	-0.875488	0.883130	0.087349	-0.358160	0.290126	NaN	NaN	NaN	NaN	NaN	NaN
12602	6.703066	-0.557524	7.112108	0.038115	-0.016558	-0.023802	0.040211	0.002528	-0.017842	-0.324219	-0.215820	-0.877686	0.883146	0.087524	-0.358093	0.290106	NaN	NaN	NaN	NaN	NaN	NaN
12603	6.687727	-0.432953	7.094765	-0.029191	0.081507	-0.053521	0.035427	0.011704	-0.044399	-0.324219	-0.215820	-0.873291	0.883223	0.087706	-0.357978	0.289960	NaN	NaN	NaN	NaN	NaN	NaN
12604	6.678037	-0.303471	7.168740	-0.148536	0.152939	-0.013011	0.013568	0.015231	-0.057820	-0.326416	-0.215820	-0.869141	0.883331	0.087816	-0.357876	0.289722	NaN	NaN	NaN	NaN	NaN	NaN
12605	6.745840	-0.278609	7.183867	-0.129186	0.196156	0.043111	-0.013240	0.018529	-0.064643	-0.324219	-0.213623	-0.866943	0.883469	0.087814	-0.357792	0.289407	NaN	NaN	NaN	NaN	NaN	NaN
12606	6.794348	-0.298512	7.189167	-0.090414	0.198343	0.081193	-0.034673	0.010287	-0.076089	-0.324219	-0.215820	-0.873291	0.883616	0.087751	-0.357773	0.288999	NaN	NaN	NaN	NaN	NaN	NaN
12607	6.768548	-0.384743	7.149728	-0.031399	0.129026	0.039330	-0.041045	0.001649	-0.081832	-0.323975	-0.218018	-0.875488	0.883760	0.087680	-0.357797	0.288551	NaN	NaN	NaN	NaN	NaN	NaN
12608	6.775838	-0.429300	7.099091	0.028453	0.112834	0.009727	-0.052539	0.001788	-0.073718	-0.322021	-0.211426	-0.875488	0.883896	0.087546	-0.357843	0.288118	NaN	NaN	NaN	NaN	NaN	NaN
12609	6.692665	-0.502781	7.108132	0.017121	0.012132	-0.036714	-0.051430	0.001866	-0.053690	-0.322021	-0.215820	-0.873291	0.884007	0.087376	-0.357891	0.287771	NaN	NaN	NaN	NaN	NaN	NaN
12610	6.715723	-0.482678	7.092372	0.027437	0.045217	-0.033482	-0.056366	0.001631	-0.047083	-0.322021	-0.215820	-0.873291	0.884105	0.087178	-0.357954	0.287449	NaN	NaN	NaN	NaN	NaN	NaN
12611	6.732654	-0.548661	7.107308	0.065419	-0.005747	-0.007629	-0.053805	0.002195	-0.047436	-0.322021	-0.213623	-0.877686	0.884207	0.086989	-0.358005	0.287128	NaN	NaN	NaN	NaN	NaN	NaN
12612	6.769016	-0.530466	7.070998	0.096081	0.039533	-0.010179	-0.056248	-0.001183	-0.035578	-0.322021	-0.211426	-0.871338	0.884284	0.086774	-0.358086	0.286856	NaN	NaN	NaN	NaN	NaN	NaN
12613	6.767686	-0.545978	7.012771	0.136918	0.049102	-0.052694	-0.057749	0.009356	-0.029791	-0.326416	-0.218018	-0.877441	0.884376	0.086522	-0.358120	0.286606	NaN	NaN	NaN	NaN	NaN	NaN
12614	6.767092	-0.548100	7.013178	0.136625	0.049485	-0.052692	-0.048578	0.011270	-0.017673	-0.324219	-0.211426	-0.875488	0.884446	0.086292	-0.358142	0.286432	NaN	NaN	NaN	NaN	NaN	NaN
12615	6.762439	-0.527396	7.039348	0.106308	0.058212	-0.037901	-0.042692	0.019736	-0.005108	-0.331055	-0.211426	-0.875488	0.884512	0.086052	-0.358121	0.286327	NaN	NaN	NaN	NaN	NaN	NaN
12616	6.751236	-0.552336	7.035698	0.115741	0.038095	-0.046907	-0.040988	0.024535	0.008351	-0.322021	-0.215820	-0.879639	0.884565	0.085789	-0.358084	0.286287	NaN	NaN	NaN	NaN	NaN	NaN
12617	6.711807	-0.589047	7.015136	0.125560	0.002708	-0.086861	-0.047672	0.033062	0.009020	-0.322021	-0.209229	-0.873535	0.884636	0.085483	-0.358019	0.286242	NaN	NaN	NaN	NaN	NaN	NaN
12618	6.740489	-0.604907	7.009310	0.154966	0.010076	-0.070695	-0.039359	0.041209	0.015369	-0.319824	-0.209229	-0.875732	0.884708	0.085191	-0.357909	0.286243	NaN	NaN	NaN	NaN	NaN	NaN
12619	6.791565	-0.640790	7.049182	0.182780	-0.005062	-0.004859	-0.026736	0.044846	0.021671	-0.326660	-0.206787	-0.877930	0.884775	0.084933	-0.357765	0.286292	NaN	NaN	NaN	NaN	NaN	NaN
12620	6.810944	-0.623303	7.036862	0.193112	0.028013	-0.001632	-0.018695	0.052057	0.024430	-0.319824	-0.209229	-0.873535	0.884845	0.084701	-0.357582	0.286375	NaN	NaN	NaN	NaN	NaN	NaN
12621	6.817696	-0.590802	7.103664	0.142017	0.039915	0.049883	-0.022484	0.056748	0.017703	-0.324463	-0.209229	-0.873535	0.884936	0.084453	-0.357380	0.286421	NaN	NaN	NaN	NaN	NaN	NaN
12622	6.791130	-0.573532	7.061809	0.143376	0.062888	0.000213	-0.031705	0.047435	0.016811	-0.319824	-0.211426	-0.879883	0.885013	0.084183	-0.357232	0.286444	NaN	NaN	NaN	NaN	NaN	NaN
12623	6.797367	-0.555206	7.069803	0.133402	0.083827	0.009213	-0.042642	0.046909	0.009995	-0.317627	-0.211426	-0.877686	0.885105	0.083876	-0.357097	0.286417	NaN	NaN	NaN	NaN	NaN	NaN
12624	6.873577	-0.607762	7.011069	0.242931	0.102027	0.020984	-0.043634	0.051065	0.026103	-0.319824	-0.209229	-0.879883	0.885181	0.083532	-0.356954	0.286463	NaN	NaN	NaN	NaN	NaN	NaN
12625	6.904917	-0.648151	6.980842	0.302517	0.101114	0.022372	-0.045054	0.049704	0.038360	-0.322266	-0.204590	-0.877930	0.885240	0.083160	-0.356819	0.286556	NaN	NaN	NaN	NaN	NaN	NaN
12626	6.922481	-0.687747	6.971393	0.341638	0.087961	0.029548	-0.043047	0.061973	0.038378	-0.319824	-0.209229	-0.882080	0.885317	0.082781	-0.356633	0.286661	NaN	NaN	NaN	NaN	NaN	NaN
12627	6.864419	-0.688080	7.056975	0.259941	0.039699	0.052678	-0.037717	0.062358	0.027281	-0.317627	-0.209229	-0.877686	0.885410	0.082440	-0.356430	0.286723	NaN	NaN	NaN	NaN	NaN	NaN
12628	6.803384	-0.623142	7.107112	0.160459	0.054980	0.044118	-0.030971	0.053022	0.018485	-0.320068	-0.206787	-0.879883	0.885494	0.082163	-0.356257	0.286757	NaN	NaN	NaN	NaN	NaN	NaN
12629	6.730246	-0.515068	7.116332	0.053002	0.113397	-0.005138	-0.042428	0.041617	-0.000604	-0.320068	-0.206787	-0.879883	0.885592	0.081883	-0.356140	0.286681	NaN	NaN	NaN	NaN	NaN	NaN
12630	6.776584	-0.541641	7.123441	0.091747	0.115565	0.032977	-0.057599	0.042767	0.004093	-0.320068	-0.206787	-0.884277	0.885689	0.081529	-0.356045	0.286600	NaN	NaN	NaN	NaN	NaN	NaN
12631	6.787944	-0.680759	7.084475	0.199443	0.027372	0.020363	-0.087403	0.042399	0.018160	-0.320068	-0.206787	-0.879883	0.885779	0.081015	-0.355997	0.286527	NaN	NaN	NaN	NaN	NaN	NaN
12632	6.810471	-0.931715	7.028606	0.384981	-0.141171	0.009928	-0.086903	0.026971	0.023394	-0.315430	-0.206787	-0.877930	0.885832	0.080518	-0.356022	0.286473	NaN	NaN	NaN	NaN	NaN	NaN
12633	6.789481	-0.981841	7.019017	0.404163	-0.181812	-0.008032	-0.051788	0.013763	0.024239	-0.319824	-0.209229	-0.877686	0.885847	0.080195	-0.356051	0.286480	NaN	NaN	NaN	NaN	NaN	NaN
12634	6.779879	-0.953080	7.012473	0.384807	-0.155724	-0.020978	-0.020385	0.018026	0.017819	-0.322510	-0.200195	-0.880127	0.885865	0.080016	-0.356017	0.286516	NaN	NaN	NaN	NaN	NaN	NaN
12635	6.746115	-0.811147	7.042850	0.267207	-0.061494	-0.030327	-0.006863	0.018292	0.016172	-0.324463	-0.204590	-0.875732	0.885880	0.079901	-0.355963	0.286571	NaN	NaN	NaN	NaN	NaN	NaN
12636	6.846420	-0.749737	7.048662	0.287467	0.034906	0.037965	-0.008862	0.010542	0.018669	-0.315430	-0.206787	-0.882080	0.885879	0.079782	-0.355946	0.286629	NaN	NaN	NaN	NaN	NaN	NaN
12637	6.834954	-0.787085	6.985887	0.337996	0.023762	-0.013508	-0.008392	0.013172	0.034017	-0.322266	-0.206787	-0.877930	0.885859	0.079636	-0.355922	0.286759	NaN	NaN	NaN	NaN	NaN	NaN
12638	6.796527	-0.822308	6.963870	0.347777	-0.011710	-0.053417	-0.000367	0.011325	0.031749	-0.317871	-0.202393	-0.884277	0.885837	0.079531	-0.355895	0.286890	NaN	NaN	NaN	NaN	NaN	NaN
12639	6.763966	-0.811734	6.972756	0.317795	-0.018293	-0.069580	0.021452	0.015173	0.033980	-0.317871	-0.204590	-0.882080	0.885810	0.079513	-0.355819	0.287072	NaN	NaN	NaN	NaN	NaN	NaN
12640	6.755830	-0.724556	6.964727	0.269716	0.054039	-0.086539	0.036367	0.017608	0.028231	-0.320068	-0.202393	-0.884277	0.885790	0.079567	-0.355710	0.287255	NaN	NaN	NaN	NaN	NaN	NaN
12641	6.804917	-0.692050	6.968939	0.279736	0.102470	-0.052401	0.043008	0.025487	0.023686	-0.317871	-0.204590	-0.880127	0.885789	0.079646	-0.355553	0.287431	NaN	NaN	NaN	NaN	NaN	NaN
12642	6.764520	-0.619044	7.088519	0.148492	0.103637	0.003435	0.052459	0.034846	0.022393	-0.317627	-0.206787	-0.879883	0.885801	0.079757	-0.355342	0.287624	NaN	NaN	NaN	NaN	NaN	NaN
12643	6.632209	-0.587069	7.208236	-0.012988	0.029322	-0.000018	0.047151	0.025422	0.028445	-0.315674	-0.200195	-0.886475	0.885790	0.079848	-0.355180	0.287831	NaN	NaN	NaN	NaN	NaN	NaN
12644	6.537944	-0.640762	7.151755	-0.002463	-0.036816	-0.101790	0.030839	0.016308	0.035771	-0.320068	-0.200195	-0.877930	0.885759	0.079867	-0.355088	0.288037	NaN	NaN	NaN	NaN	NaN	NaN
12645	6.535775	-0.681996	7.213457	-0.015171	-0.091554	-0.055289	0.037925	0.013269	0.038972	-0.320068	-0.200195	-0.880127	0.885716	0.079909	-0.355000	0.288264	NaN	NaN	NaN	NaN	NaN	NaN
12646	6.578638	-0.735718	7.246892	0.022203	-0.127261	0.001614	0.055744	0.008990	0.037296	-0.322266	-0.204590	-0.882080	0.885660	0.080045	-0.354905	0.288518	NaN	NaN	NaN	NaN	NaN	NaN
12647	6.598100	-0.648943	7.197636	0.014819	-0.030559	-0.026940	0.063094	0.009734	0.032636	-0.320313	-0.200195	-0.884521	0.885607	0.080218	-0.354796	0.288765	NaN	NaN	NaN	NaN	NaN	NaN
12648	6.591526	-0.545977	7.247107	-0.074351	0.032845	-0.001456	0.056886	0.005714	0.027064	-0.315430	-0.204590	-0.880127	0.885559	0.080383	-0.354709	0.288974	NaN	NaN	NaN	NaN	NaN	NaN
12649	6.555173	-0.522233	7.222737	-0.093306	0.043699	-0.045378	0.042217	0.007090	0.024933	-0.317871	-0.204590	-0.875732	0.885523	0.080479	-0.354637	0.289144	NaN	NaN	NaN	NaN	NaN	NaN
12650	6.572375	-0.532197	7.235949	-0.084284	0.038907	-0.023423	0.035338	0.007347	0.030953	-0.315430	-0.206787	-0.877930	0.885481	0.080539	-0.354575	0.289333	NaN	NaN	NaN	NaN	NaN	NaN
